director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Gore Verbinski,Nicolas Cage,Hope Davis,Michael Rispoli,Comedy Drama,the weather man,Comedy Drama Nicolas CageHope Davis Michael Rispoli the weather man Gore Verbinski
Walter Hill,Fisher Stevens,Wes Studi,Jon Seda,Action Crime Drama Sport,undisputed,Action Crime Drama Sport Fisher StevensWes Studi Jon Seda undisputed Walter Hill
David Koepp,Aasif Mandvi,Dequina Moore,Jordan Carlos,Comedy Drama Fantasy Romance,ghost town,Comedy Drama Fantasy Romance Aasif MandviDequina Moore Jordan Carlos ghost town David Koepp
Renny Harlin,Taylor Cole,Ashley Scott,Nick Gomez,Action Crime Thriller,12 rounds,Action Crime Thriller Taylor ColeAshley Scott Nick Gomez 12 rounds Renny Harlin
Matt Reeves,Chloë Grace Moretz,Dylan Minnette,Kodi Smit-McPhee,Drama Fantasy Horror Mystery,let me in,Drama Fantasy Horror Mystery Chloë Grace MoretzDylan Minnette Kodi Smit-McPhee let me in Matt Reeves
Charles T. Kanganis,Victor Wong,Dustin Nguyen,Don Stark,Action Comedy Family,3 ninjas kick back,Action Comedy Family Victor WongDustin Nguyen Don Stark 3 ninjas kick back Charles T. Kanganis
Michel Gondry,Quinton Aaron,Mia Farrow,Melonie Diaz,Comedy,be kind rewind,Comedy Quinton AaronMia Farrow Melonie Diaz be kind rewind Michel Gondry
Stephen Frears,Bob Hoskins,Christopher Guest,Sarah Solemani,Comedy Drama Music War,mrs henderson presents,Comedy Drama Music War Bob HoskinsChristopher Guest Sarah Solemani mrs henderson presents Stephen Frears
John Hillcoat,Kate Winslet,Norman Reedus,Clifton Collins Jr.,Action Crime Drama Thriller,triple 9,Action Crime Drama Thriller Kate WinsletNorman Reedus Clifton Collins Jr. triple 9 John Hillcoat
Woody Allen,Woody Allen,Lynn Cohen,Judy Davis,Comedy,deconstructing harry,Comedy Woody AllenLynn Cohen Judy Davis deconstructing harry Woody Allen
Damon Santostefano,Matthew Perry,Oliver Platt,David Ramsey,Comedy Romance,three to tango,Comedy Romance Matthew PerryOliver Platt David Ramsey three to tango Damon Santostefano
John Wells,Bradley Cooper,Omar Sy,Riccardo Scamarcio,Comedy Drama,burnt,Comedy Drama Bradley CooperOmar Sy Riccardo Scamarcio burnt John Wells
Neil Jordan,Robert De Niro,Demi Moore,James Russo,Comedy Crime,we're no angels,Comedy Crime Robert De NiroDemi Moore James Russo we're no angels Neil Jordan
Woody Allen,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,Comedy Musical Romance,everyone says i love you,Comedy Musical Romance Natasha LyonneGaby Hoffmann Jeff DeRocker everyone says i love you Woody Allen
Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,Comedy,death at a funeral,Comedy Peter DinklageEwen Bremner Kris Marshall death at a funeral Frank Oz
James Wan,Aisha Tyler,Kelly Preston,Edi Gathegi,Action Crime Thriller,death sentence,Action Crime Thriller Aisha TylerKelly Preston Edi Gathegi death sentence James Wan
Kirk Jones,Robert De Niro,James Frain,Brendan Sexton III,Adventure Drama,everybody's fine,Adventure Drama Robert De NiroJames Frain Brendan Sexton III everybody's fine Kirk Jones
Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,Comedy Family Sci-Fi,superbabies: baby geniuses 2,Comedy Family Sci-Fi Scott BaioVanessa Angel Peter Wingfield superbabies: baby geniuses 2 Bob Clark
Les Mayfield,Callum Rennie,Will Patton,Cedric the Entertainer,Action Comedy Crime,code name: the cleaner,Action Comedy Crime Callum RennieWill Patton Cedric the Entertainer code name: the cleaner Les Mayfield
Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,Comedy Crime Music,connie and carla,Comedy Crime Music Debbie ReynoldsNia Vardalos Dash Mihok connie and carla Michael Lembeck
Bob Fosse,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,Comedy Drama Music Musical Romance,sweet charity,Comedy Drama Music Musical Romance Sammy Davis Jr.Ricardo Montalban Ben Vereen sweet charity Bob Fosse
Paul Thomas Anderson,Martin Dew,Katherine Waterston,Serena Scott Thomas,Comedy Crime Drama Mystery Romance,inherent vice,Comedy Crime Drama Mystery Romance Martin DewKatherine Waterston Serena Scott Thomas inherent vice Paul Thomas Anderson
Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,Adventure Animation Comedy Family Fantasy,doogal,Adventure Animation Comedy Family Fantasy Jimmy FallonKylie Minogue Jon Stewart doogal Dave Borthwick
Benson Lee,Chris Brown,Caity Lotz,Laz Alonso,Drama Music,battle of the year,Drama Music Chris BrownCaity Lotz Laz Alonso battle of the year Benson Lee
unknown,LeVar Burton,Eric McCormack,Scott Wolf,Crime Drama Mystery Thriller,perception            ,Crime Drama Mystery Thriller LeVar BurtonEric McCormack Scott Wolf perception             unknown
David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman,Comedy Fantasy,an american carol,Comedy Fantasy Chriss AnglinGeoffrey Arend Gary Coleman an american carol David Zucker
Robert Rodriguez,Alexa PenaVega,Demián Bichir,Marko Zaror,Action Comedy Crime Thriller,machete kills,Action Comedy Crime Thriller Alexa PenaVegaDemián Bichir Marko Zaror machete kills Robert Rodriguez
Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,Drama Horror Sci-Fi Thriller,willard,Drama Horror Sci-Fi Thriller Laura HarringTy Olsson Jackie Burroughs willard Glen Morgan
Fred Wolf,Kevin Alejandro,Ashley Scott,Jeff Garlin,Adventure Comedy,strange wilderness,Adventure Comedy Kevin AlejandroAshley Scott Jeff Garlin strange wilderness Fred Wolf
Mike Leigh,Jim Broadbent,Dexter Fletcher,Lesley Manville,Biography Comedy Drama History Music Musical,topsy-turvy,Biography Comedy Drama History Music Musical Jim BroadbentDexter Fletcher Lesley Manville topsy-turvy Mike Leigh
Alejandro Monteverde,Tom Wilkinson,Cary-Hiroyuki Tagawa,Michael Rapaport,Drama War,little boy,Drama War Tom WilkinsonCary-Hiroyuki Tagawa Michael Rapaport little boy Alejandro Monteverde
David Cronenberg,Michael Fassbender,Viggo Mortensen,Sarah Gadon,Biography Drama Thriller,a dangerous method,Biography Drama Thriller Michael FassbenderViggo Mortensen Sarah Gadon a dangerous method David Cronenberg
Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,Animation Drama Mystery Sci-Fi Thriller,a scanner darkly,Animation Drama Mystery Sci-Fi Thriller Robert Downey Jr.Keanu Reeves Rory Cochrane a scanner darkly Richard Linklater
Michael Apted,Gerard Butler,Abigail Spencer,Leven Rambin,Biography Drama Sport,chasing mavericks,Biography Drama Sport Gerard ButlerAbigail Spencer Leven Rambin chasing mavericks Michael Apted
Uwe Boll,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,Horror Sci-Fi,alone in the dark,Horror Sci-Fi Catherine Lough HaggquistDarren Shahlavi Karin Konoval alone in the dark Uwe Boll
Todd Graff,Scott Porter,Charlie Saxton,Ryan Donowho,Comedy Drama Family Music Romance,bandslam,Comedy Drama Family Music Romance Scott PorterCharlie Saxton Ryan Donowho bandslam Todd Graff
Jonathan Glazer,Cameron Bright,Anne Heche,Danny Huston,Drama Mystery Romance Thriller,birth,Drama Mystery Romance Thriller Cameron BrightAnne Heche Danny Huston birth Jonathan Glazer
J.C. Chandor,David Oyelowo,Ashley Williams,Albert Brooks,Action Crime Drama Thriller,a most violent year,Action Crime Drama Thriller David OyelowoAshley Williams Albert Brooks a most violent year J.C. Chandor
Paul Gross,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas,Drama History Romance War,passchendaele,Drama History Romance War Landon LiboironMichael Greyeyes Caroline Dhavernas passchendaele Paul Gross
Marc Abraham,Dylan Authors,Bill Lake,Victoria Learn,Biography Drama,flash of genius,Biography Drama Dylan AuthorsBill Lake Victoria Learn flash of genius Marc Abraham
Todd Haynes,Christian Bale,Heath Ledger,Tyrone Benskin,Biography Drama Music,i'm not there.,Biography Drama Music Christian BaleHeath Ledger Tyrone Benskin i'm not there. Todd Haynes
Mabrouk El Mechri,Henry Cavill,Bruce Willis,Óscar Jaenada,Action Thriller,the cold light of day,Action Thriller Henry CavillBruce Willis Óscar Jaenada the cold light of day Mabrouk El Mechri
Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,Adventure Comedy Drama Romance,the brothers bloom,Adventure Comedy Drama Romance Zachary GordonMaximilian Schell Nora Zehetner the brothers bloom Rian Johnson
Charlie Kaufman,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,Comedy Drama Romance,"synecdoche, new york","Comedy Drama Romance Philip Seymour HoffmanJennifer Jason Leigh Samantha Morton synecdoche, new york Charlie Kaufman"
Hayao Miyazaki,Minnie Driver,Jada Pinkett Smith,Billy Crudup,Adventure Animation Fantasy,princess mononoke,Adventure Animation Fantasy Minnie DriverJada Pinkett Smith Billy Crudup princess mononoke Hayao Miyazaki
Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,Comedy Drama Mystery Romance Thriller War,bon voyage,Comedy Drama Mystery Romance Thriller War Isabelle AdjaniPeter Coyote Virginie Ledoyen bon voyage Jean-Paul Rappeneau
Nancy Walker,Steve Guttenberg,Randy Jones,Caitlyn Jenner,Biography Comedy Musical,can't stop the music,Biography Comedy Musical Steve GuttenbergRandy Jones Caitlyn Jenner can't stop the music Nancy Walker
John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,Crime Drama Western,the proposition,Crime Drama Western Ray WinstoneNoah Taylor Danny Huston the proposition John Hillcoat
Angelo Pizzo,Donny Boaz,Finn Wittrock,Brent Anderson,Biography Drama Sport,courage,Biography Drama Sport Donny BoazFinn Wittrock Brent Anderson courage Angelo Pizzo
Richard Benjamin,Damon Wayans,Jane Krakowski,Paula Garcés,Comedy Music,marci x,Comedy Music Damon WayansJane Krakowski Paula Garcés marci x Richard Benjamin
Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,Action Drama Sci-Fi Thriller,equilibrium,Action Drama Sci-Fi Thriller Christian BaleEmily Watson Sean Pertwee equilibrium Kurt Wimmer
Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,Drama War,the children of huang shi,Drama War Radha MitchellGuang Li Matthew Walker the children of huang shi Roger Spottiswoode
James Gray,Charlize Theron,Ellen Burstyn,Faye Dunaway,Crime Drama Romance Thriller,the yards,Crime Drama Romance Thriller Charlize TheronEllen Burstyn Faye Dunaway the yards James Gray
Matthew Diamond,Chazz Palminteri,Garrett Clayton,Toni Braxton,Adventure Family Fantasy Musical,the oogieloves in the big balloon adventure,Adventure Family Fantasy Musical Chazz PalminteriGarrett Clayton Toni Braxton the oogieloves in the big balloon adventure Matthew Diamond
Angelina Jolie Pitt,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,Drama Romance,by the sea,Drama Romance Brad PittAngelina Jolie Pitt Melvil Poupaud by the sea Angelina Jolie Pitt
Katsuhiro Ôtomo,William Hootkins,Robin Atkin Downes,Rosalind Ayres,Action Adventure Animation Family Sci-Fi Thriller,steamboy,Action Adventure Animation Family Sci-Fi Thriller William HootkinsRobin Atkin Downes Rosalind Ayres steamboy Katsuhiro Ôtomo
David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,Drama History Sport,the game of their lives,Drama History Sport Gerard ButlerCostas Mandylor Jimmy Jean-Louis the game of their lives David Anspaugh
Andrew Jarecki,Ryan Gosling,Kirsten Dunst,Frank Langella,Crime Drama Mystery Romance Thriller,all good things,Crime Drama Mystery Romance Thriller Ryan GoslingKirsten Dunst Frank Langella all good things Andrew Jarecki
Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,Action Adventure Drama History Romance,rapa nui,Action Adventure Drama History Romance Esai MoralesJason Scott Lee Sandrine Holt rapa nui Kevin Reynolds
Stephen Chow,Jiao Xu,Yuqi Zhang,Chi Chung Lam,Comedy Family Sci-Fi,cj7,Comedy Family Sci-Fi Jiao XuYuqi Zhang Chi Chung Lam cj7 Stephen Chow
Jean-Marie Poiré,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,Comedy Family Fantasy Sci-Fi,les couloirs du temps: les visiteurs ii,Comedy Family Fantasy Sci-Fi Christian ClavierPhilippe Nahon Marie-Anne Chazel les couloirs du temps: les visiteurs ii Jean-Marie Poiré
Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller,dylan dog: dead of night,Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller Marco St. JohnLaura Spencer Anita Briem dylan dog: dead of night Kevin Munroe
Daniel Algrant,Al Pacino,Richard Schiff,Mark Webber,Crime Drama Mystery,people i know,Crime Drama Mystery Al PacinoRichard Schiff Mark Webber people i know Daniel Algrant
unknown,Peter Vaughan,George Coulouris,Ewen Solon,Drama Family,the doombolt chase            ,Drama Family Peter VaughanGeorge Coulouris Ewen Solon the doombolt chase             unknown
Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti,Comedy Drama Fantasy Romance,the tempest,Comedy Drama Fantasy Romance Djimon HounsouReeve Carney Tom Conti the tempest Julie Taymor
Alejandro Amenábar,Emma Watson,Aaron Ashmore,Julian Richings,Crime Drama Mystery Thriller,regression,Crime Drama Mystery Thriller Emma WatsonAaron Ashmore Julian Richings regression Alejandro Amenábar
Jane Clark,Necar Zadegan,Traci Dinwiddie,Elea Oberon,Romance Short,the touch,Romance Short Necar ZadeganTraci Dinwiddie Elea Oberon the touch Jane Clark
Daniel Lee,Andy Lau,Sammo Kam-Bo Hung,Andy On,Action Drama History War,three kingdoms: resurrection of the dragon,Action Drama History War Andy LauSammo Kam-Bo Hung Andy On three kingdoms: resurrection of the dragon Daniel Lee
Mike Barker,Gerard Butler,Nicholas Lea,Callum Rennie,Crime Drama Thriller,shattered,Crime Drama Thriller Gerard ButlerNicholas Lea Callum Rennie shattered Mike Barker
Wayne Thornley,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,Adventure Animation Comedy Family,zambezia,Adventure Animation Comedy Family Leonard NimoyPhil LaMarr Noureen DeWulf zambezia Wayne Thornley
Gnana Rajasekaran,Mani Bharathi,Michael Lieber,Kevin McGowan,Biography Drama History,ramanujan,Biography Drama History Mani BharathiMichael Lieber Kevin McGowan ramanujan Gnana Rajasekaran
Tom Walsh,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,Animation,dwegons and leprechauns,Animation Joey D. VieiraMaggie Wheeler Jacqueline Lovell dwegons and leprechauns Tom Walsh
Jonathan Jakubowicz,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,Action Biography Drama Sport,hands of stone,Action Biography Drama Sport Robert De NiroJurnee Smollett-Bell Edgar Ramírez hands of stone Jonathan Jakubowicz
James McTeigue,Milla Jovovich,Roger Rees,Robert Forster,Action Crime Thriller,survivor,Action Crime Thriller Milla JovovichRoger Rees Robert Forster survivor James McTeigue
Scott Walker,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,Crime Drama Mystery Thriller,the frozen ground,Crime Drama Mystery Thriller Nicolas CageRadha Mitchell Jodi Lyn O'Keefe the frozen ground Scott Walker
John Curran,Toby Jones,Sally Hawkins,Alan David,Drama Romance,the painted veil,Drama Romance Toby JonesSally Hawkins Alan David the painted veil John Curran
Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,Action Biography Crime Drama,the baader meinhof complex,Action Biography Crime Drama Moritz BleibtreuAlexandra Maria Lara Martina Gedeck the baader meinhof complex Uli Edel
Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,Adventure Drama Western,dances with wolves,Adventure Drama Western Mary McDonnellMichael Spears Maury Chaykin dances with wolves Kevin Costner
Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith,Comedy,bad teacher,Comedy Justin TimberlakeJohn Michael Higgins Phyllis Smith bad teacher Jake Kasdan
Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,Crime Drama Mystery Thriller,sea of love,Crime Drama Mystery Thriller Al PacinoMichael O'Neill Ellen Barkin sea of love Harold Becker
Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,Comedy Family Romance,a cinderella story,Comedy Family Romance Dan ByrdLin Shaye Julie Gonzalo a cinderella story Mark Rosman
Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,Horror Mystery,scream,Horror Mystery David ArquetteW. Earl Brown Roger Jackson scream Wes Craven
Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,Horror,thir13en ghosts,Horror Shannon ElizabethEmbeth Davidtz F. Murray Abraham thir13en ghosts Steve Beck
Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel,Drama Horror,the shining,Drama Horror Scatman CrothersShelley Duvall Joe Turkel the shining Stanley Kubrick
Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,Adventure Comedy Sci-Fi,back to the future,Adventure Comedy Sci-Fi Lea ThompsonThomas F. Wilson J.J. Cohen back to the future Robert Zemeckis
William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,Horror Mystery Thriller,house on haunted hill,Horror Mystery Thriller Jeffrey CombsPeter Gallagher Bridgette Wilson-Sampras house on haunted hill William Malone
Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,Comedy Drama,i can do bad all by myself,Comedy Drama Eric MendenhallMary J. Blige Hope Olaide Wilson i can do bad all by myself Tyler Perry
Rob Hawk,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,Action Drama,fight valley,Action Drama Kari J. KramerErin O'Brien Cabrina Collesides fight valley Rob Hawk
Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,Comedy Drama Romance,the switch,Comedy Drama Romance Caroline DhavernasScott Elrod Kelli Barrett the switch Josh Gordon
Shawn Levy,Taran Killam,David Agranov,David Moscow,Comedy Romance,just married,Comedy Romance Taran KillamDavid Agranov David Moscow just married Shawn Levy
Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,Biography Drama Thriller,the devil's double,Biography Drama Thriller Mem FerdaDominic Cooper Ludivine Sagnier the devil's double Lee Tamahori
unknown,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,Comedy Drama Reality-TV Romance,"gone, baby, gone            ","Comedy Drama Reality-TV Romance Nicole 'Snooki' PolizziJenni 'Jwoww' Farley Paul 'Pauly D' DelVecchio gone, baby, gone             unknown"
Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,Adventure Comedy Drama Family Fantasy,thomas and the magic railroad,Adventure Comedy Drama Family Fantasy Mara WilsonColm Feore Peter Fonda thomas and the magic railroad Britt Allcroft
Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,Horror Thriller,the crazies,Horror Thriller Radha MitchellGlenn Morshower John Aylward the crazies Breck Eisner
